"group","subject","blockcode","trialcode","trialnum","stimulus","encoding_condition","old_object_condition","response","correct","latency"
"19","19","encoding","encoding","68","Golf_Bag.jpg","3",".","37","0","743"
"19","19","encoding","encoding","69","Thermostat_Digital.jpg","3",".","37","0","539"
"19","19","encoding","encoding","70","CandyDispenser.jpg","3",".","37","0","616"
"19","19","encoding","encoding","71","Cup_Styrofoam.jpg","1",".","37","0","489"
"19","19","encoding","encoding","72","Paratrooper.jpg","1",".","37","0","924"
"19","19","encoding","encoding","73","Helmet_Soldier.jpg","3",".","37","0","936"
"19","19","encoding","encoding","74","Flute_Wooden.jpg","3",".","37","0","615"
"19","19","encoding","encoding","75","NintendoWii.jpg","1",".","0","0","1000"
"19","19","encoding","encoding","76","Clip_Paper.jpg","1",".","37","0","587"
"19","19","encoding","encoding","77","Candy_Chocolate.jpg","3",".","37","0","527"
"19","19","encoding","encoding","78","Fortress.jpg","3",".","37","0","724"
"19","19","encoding","encoding","79","DrinkingFountain.jpg","3",".","37","0","571"
"19","19","encoding","encoding","80","SmokeDetector.jpg","3",".","37","0","459"
"19","19","encoding","encoding","81","Lantern_TeaBox.jpg","3",".","37","0","468"
"19","19","encoding","encoding","82","Fortress.jpg","3",".","37","0","681"
"19","19","encoding","encoding","83","Shoes_DutchClogs.jpg","3",".","37","0","597"
"19","19","encoding","encoding","84","Helmet_Construction.jpg","3",".","37","0","544"
"19","19","encoding","encoding","85","Helmet_Soldier.jpg","3",".","37","0","466"
"19","19","encoding","encoding","86","HairDryer.jpg","3",".","37","0","438"
"19","19","encoding","encoding","87","PassionFruit.jpg","1",".","36","0","579"
"19","19","encoding","encoding","88","Ashtray_Empty.jpg","1",".","37","0","509"
"19","19","encoding","encoding","89","Hook_Fish.jpg","1",".","37","0","625"
"19","19","encoding","encoding","90","CameoPortrait.jpg","3",".","37","0","620"
"19","19","encoding","encoding","91","DogTreat.jpg","3",".","37","0","582"
"19","19","encoding","encoding","92","Keg.jpg","3",".","37","0","524"
"19","19","encoding","encoding","93","IceCream_Chocolate.jpg","3",".","36","0","732"
"19","19","encoding","encoding","94","Mop.jpg","3",".","37","0","641"
"19","19","encoding","encoding","95","Teabag.jpg","1",".","0","0","1000"
"19","19","encoding","encoding","96","Toy_RockingHorseBlack.jpg","3",".","37","0","513"
"19","19","encoding","encoding","97","Box_Floral.jpg","1",".","37","0","841"
"19","19","encoding","encoding","98","Flamingo_Cartoon.jpg","3",".","36","0","874"
"19","19","encoding","encoding","99","DentistOverheadLight.jpg","3",".","37","0","784"
"19","19","encoding","encoding","100","AmpMeter.jpg","1",".","37","0","562"
"19","19","encoding","encoding","101","Toys_Lego.jpg","3",".","37","0","626"
"19","19","encoding","encoding","102","WashRack.jpg","3",".","37","0","461"
"19","19","encoding","encoding","103","SmokeDetector.jpg","3",".","37","0","425"
"19","19","encoding","encoding","104","ShoulderPads.jpg","3",".","37","0","748"
"19","19","encoding","encoding","105","MonaLisa.jpg","3",".","37","0","534"
"19","19","encoding","encoding","106","Cassette_Audio.jpg","1",".","37","0","686"
"19","19","encoding","encoding","107","Mango.jpg","3",".","36","0","573"
"19","19","encoding","encoding","108","Sushi.jpg","3",".","37","0","900"
"19","19","encoding","encoding","109","Fish_Rockbass.jpg","3",".","36","0","562"
"19","19","encoding","encoding","110","Bowl_Chinese.jpg","1",".","37","0","469"
"19","19","encoding","encoding","111","Lollipop_Grape.jpg","3",".","37","0","510"
"19","19","encoding","encoding","112","NailPolish.jpg","1",".","37","0","564"
"19","19","encoding","encoding","113","GPS.jpg","1",".","37","0","560"
"19","19","encoding","encoding","114","WashRack.jpg","3",".","37","0","602"
"19","19","encoding","encoding","115","Helmet_Soldier.jpg","3",".","37","0","533"
"19","19","encoding","encoding","116","Flute_Wooden.jpg","3",".","37","0","533"
"19","19","encoding","encoding","117","BusStop.jpg","3",".","37","0","643"
"19","19","encoding","encoding","118","ButterDish.jpg","3",".","37","0","737"
"19","19","encoding","encoding","119","Bellows.jpg","1",".","37","0","577"
"19","19","encoding","encoding","120","CameoPortrait.jpg","3",".","37","0","810"
"19","19","encoding","encoding","121","BusStop.jpg","3",".","37","0","749"
"19","19","encoding","encoding","122","Almond.jpg","3",".","36","0","717"
"19","19","encoding","encoding","123","Toys_Lego.jpg","3",".","37","0","521"
"19","19","encoding","encoding","124","Trumpet.jpg","1",".","37","0","554"
"19","19","encoding","encoding","125","BicycleBrake.jpg","3",".","37","0","578"
"19","19","encoding","encoding","126","Table_Poker.jpg","3",".","37","0","572"
"19","19","encoding","encoding","127","Glove_Rubber.jpg","1",".","37","0","645"
"19","19","encoding","encoding","128","Toy_BlocksPlastic Colourful.jpg","3",".","37","0","662"
"19","19","encoding","encoding","129","Desk_School.jpg","1",".","37","0","769"
"19","19","encoding","encoding","130","fries.jpg","3",".","37","0","764"
"19","19","encoding","encoding","131","TinChristmas.jpg","3",".","37","0","533"
"19","19","encoding","encoding","133","DoorKnob.jpg","1",".","37","0","624"
"19","19","encoding","encoding","134","Tripod.jpg","3",".","37","0","490"
"19","19","encoding","encoding","135","Chair_MedicalToilet.jpg","3",".","37","0","453"
"19","19","encoding","encoding","136","Spoons_MeasuringDetached.jpg","3",".","37","0","446"
"19","19","encoding","encoding","137","Toy_Shapesorter.jpg","3",".","37","0","656"
"19","19","encoding","encoding","138","Golf_Bag.jpg","3",".","37","0","456"
"19","19","encoding","encoding","139","Colander.jpg","3",".","37","0","634"
"19","19","encoding","encoding","140","Car_Sedan.jpg","1",".","37","0","631"
"19","19","encoding","encoding","141","Exercise_Stretch.jpg","3",".","37","0","664"
"19","19","encoding","encoding","142","Shoes_DutchClogs.jpg","3",".","37","0","491"
"19","19","encoding","encoding","143","BicycleBrake.jpg","3",".","37","0","619"
"19","19","encoding","encoding","144","Toy_Shapesorter.jpg","3",".","37","0","419"
"19","19","encoding","encoding","145","Fruit_Cactus.jpg","3",".","36","0","534"
"19","19","encoding","encoding","146","IceCrusher.jpg","1",".","37","0","621"
"19","19","encoding","encoding","147","Chest.jpg","3",".","37","0","780"
"19","19","encoding","encoding","148","FlashlightHeadBand.jpg","3",".","37","0","720"
"19","19","encoding","encoding","149","Fish_Rockbass.jpg","3",".","36","0","707"
"19","19","encoding","encoding","150","Phone_Wireless.jpg","1",".","37","0","938"
"19","19","encoding","encoding","151","DentistOverheadLight.jpg","3",".","37","0","794"
"19","19","encoding","encoding","152","Sushi.jpg","3",".","36","0","802"
"19","19","encoding","encoding","153","Notebook.jpg","3",".","37","0","413"
"19","19","encoding","encoding","154","Steeple.jpg","1",".","37","0","592"
"19","19","encoding","encoding","155","Hammer_Reflex.jpg","3",".","37","0","551"
"19","19","encoding","encoding","156","MonkeyPuppet.jpg","1",".","37","0","596"
"19","19","encoding","encoding","157","BicycleHandleGrip.jpg","3",".","37","0","760"
"19","19","encoding","encoding","158","PotatoMasher_Zigzag.jpg","1",".","37","0","663"
"19","19","encoding","encoding","159","fries.jpg","3",".","37","0","778"
"19","19","encoding","encoding","160","BottleOpener.jpg","3",".","37","0","830"
"19","19","encoding","encoding","161","Mug_Beer.jpg","3",".","37","0","546"
"19","19","encoding","encoding","162","Toy_StackingRing.jpg","1",".","37","0","630"
"19","19","encoding","encoding","163","Lollipop_Grape.jpg","3",".","37","0","710"
"19","19","encoding","encoding","164","Mango.jpg","3",".","36","0","552"
"19","19","encoding","encoding","165","Colander.jpg","3",".","37","0","886"
"19","19","encoding","encoding","166","Lilypad.jpg","1",".","36","0","843"
"19","19","encoding","encoding","167","CandyDispenser.jpg","3",".","37","0","613"
"19","19","encoding","encoding","168","BottleOpener.jpg","3",".","37","0","693"
"19","19","encoding","encoding","169","Flamingo_Cartoon.jpg","3",".","36","0","705"
"19","19","encoding","encoding","170","Candy_Heart.jpg","1",".","37","0","833"
"19","19","encoding","encoding","171","GasBurner.jpg","3",".","37","0","708"
"19","19","encoding","encoding","172","DogTreat.jpg","3",".","37","0","858"
"19","19","encoding","encoding","173","Sushi.jpg","3",".","0","0","1000"
"19","19","encoding","encoding","174","Table_Poker.jpg","3",".","37","0","642"
"19","19","encoding","encoding","175","Cantaloupe.jpg","3",".","36","0","598"
"19","19","encoding","encoding","176","ShoulderPads.jpg","3",".","37","0","631"
"19","19","encoding","encoding","177","Keg.jpg","3",".","37","0","617"
"19","19","encoding","encoding","178","BicyclePedal.jpg","1",".","37","0","771"
"19","19","encoding","encoding","179","Candle_Blue.jpg","3",".","37","0","832"
"19","19","encoding","encoding","180","WindowBlinds.jpg","1",".","37","0","625"
"19","19","encoding","encoding","181","Cake_Wedding.jpg","3",".","37","0","680"
"19","19","encoding","encoding","182","Almond.jpg","3",".","36","0","617"
"19","19","encoding","encoding","183","ButterDish.jpg","3",".","37","0","592"
"19","19","encoding","encoding","184","MouthGuard.jpg","1",".","37","0","887"
"19","19","encoding","encoding","185","Candy_Chocolate.jpg","3",".","37","0","561"
"19","19","encoding","encoding","186","Mitt_Oven.jpg","3",".","37","0","640"
"19","19","encoding","encoding","187","Peppermill.jpg","3",".","37","0","816"
"19","19","encoding","encoding","188","Skates.jpg","1",".","37","0","578"
"19","19","encoding","encoding","189","Mug_Beer.jpg","3",".","37","0","432"
"19","19","encoding","encoding","190","Keg.jpg","3",".","37","0","477"
"19","19","encoding","encoding","191","Hammer_Reflex.jpg","3",".","37","0","533"
"19","19","encoding","encoding","192","Light_Siren.jpg","3",".","37","0","796"
"19","19","encoding","encoding","193","Jar_JellyBeans.jpg","1",".","37","0","538"
"19","19","encoding","encoding","194","WireStripper.jpg","3",".","37","0","502"
"19","19","encoding","encoding","195","Mop.jpg","3",".","37","0","517"
"19","19","encoding","encoding","196","Toy_Witch.jpg","1",".","37","0","842"
"19","19","encoding","encoding","197","TinChristmas.jpg","3",".","37","0","921"
"19","19","encoding","encoding","199","Mop.jpg","3",".","37","0","645"
"19","19","encoding","encoding","200","SculptureMetalFish.jpg","3",".","37","0","774"
"19","19","encoding","encoding","201","Mask_Happy.jpg","3",".","37","0","576"
"19","19","encoding","encoding","202","Mask_Happy.jpg","3",".","37","0","506"
"19","19","encoding","encoding","203","Chair_MedicalToilet.jpg","3",".","37","0","630"
"19","19","encoding","encoding","204","Pitcher.jpg","3",".","37","0","466"
"19","19","encoding","encoding","205","CookieCutter_Bell.jpg","3",".","37","0","573"
"19","19","encoding","encoding","206","Lantern_TeaBox.jpg","3",".","37","0","566"
"19","19","encoding","encoding","207","IceCream_Chocolate.jpg","3",".","37","0","787"
"19","19","encoding","encoding","208","Bottle_Wine.jpg","3",".","37","0","702"
"19","19","encoding","encoding","209","PaintRollTray.jpg","1",".","37","0","529"
"19","19","encoding","encoding","210","Hammer_Reflex.jpg","3",".","37","0","497"
"19","19","encoding","encoding","211","Apple_RedAndGreen.jpg","3",".","36","0","526"
"19","19","encoding","encoding","212","Thermostat_Digital.jpg","3",".","37","0","497"
"19","19","encoding","encoding","213","DoorBell.jpg","3",".","37","0","755"
"19","19","encoding","encoding","214","Drink_Green.jpg","1",".","37","0","756"
"19","19","encoding","encoding","215","Toy_BlocksPlastic Colourful.jpg","3",".","37","0","740"
"19","19","encoding","encoding","216","Balalaika.jpg","1",".","37","0","578"
"19","19","encoding","encoding","217","Thermostat_Digital.jpg","3",".","37","0","489"
"19","19","encoding","encoding","218","HairDryer.jpg","3",".","37","0","605"
"19","19","encoding","encoding","219","Blanket.jpg","3",".","37","0","458"
"19","19","encoding","encoding","220","Cherry.jpg","1",".","36","0","481"
"19","19","encoding","encoding","221","Oyster.jpg","1",".","36","0","792"
"19","19","encoding","encoding","222","Notebook.jpg","3",".","37","0","409"
"19","19","encoding","encoding","223","WireStripper.jpg","3",".","37","0","431"
"19","19","encoding","encoding","224","Trophy.jpg","1",".","37","0","463"
"19","19","encoding","encoding","225","Guitar_Acoustic.jpg","3",".","37","0","500"
"19","19","encoding","encoding","226","Toy_Shapesorter.jpg","3",".","37","0","724"
"19","19","encoding","encoding","227","Peppermill.jpg","3",".","37","0","704"
"19","19","encoding","encoding","228","Generator.jpg","1",".","37","0","560"
"19","19","encoding","encoding","229","Cake_Wedding.jpg","3",".","37","0","654"
"19","19","encoding","encoding","230","Guitar_Acoustic.jpg","3",".","37","0","600"
"19","19","encoding","encoding","231","Lock_Combination.jpg","3",".","37","0","539"
"19","19","encoding","encoding","232","PuppetTheatre_WhiteGold.jpg","1",".","37","0","516"
"19","19","encoding","encoding","233","MonaLisa.jpg","3",".","37","0","513"
"19","19","encoding","encoding","234","Hourglass.jpg","1",".","37","0","439"
"19","19","encoding","encoding","235","Box_Jewellery.jpg","3",".","37","0","371"
"19","19","encoding","encoding","236","Cantaloupe.jpg","3",".","36","0","498"
"19","19","encoding","encoding","237","Candle_Blue.jpg","3",".","37","0","429"
"19","19","encoding","encoding","238","Lantern_TeaBox.jpg","3",".","37","0","380"
"19","19","encoding","encoding","239","Peppermill.jpg","3",".","37","0","520"
"19","19","encoding","encoding","240","WashRack.jpg","3",".","37","0","480"
"19","19","encoding","encoding","241","BottleOpener.jpg","3",".","37","0","560"
"19","19","encoding","encoding","242","Wheelbarrow_Green.jpg","3",".","37","0","449"
"19","19","encoding","encoding","243","FlashlightHeadBand.jpg","3",".","37","0","592"
"19","19","encoding","encoding","244","DoorBell.jpg","3",".","37","0","494"
"19","19","encoding","encoding","245","Nyala.jpg","1",".","37","0","597"
"19","19","encoding","encoding","246","Almond.jpg","3",".","36","0","528"
"19","19","encoding","encoding","247","Toy_GasPump.jpg","1",".","37","0","564"
"19","19","encoding","encoding","248","Pipe_Drain.jpg","3",".","37","0","669"
"19","19","encoding","encoding","249","Stove_Camping.jpg","1",".","37","0","598"
"19","19","encoding","encoding","250","GasBurner.jpg","3",".","37","0","509"
"19","19","encoding","encoding","251","Saw.jpg","3",".","37","0","442"
"19","19","encoding","encoding","252","FireExtinguisher.jpg","3",".","37","0","659"
"19","19","encoding","encoding","253","Bathtub.jpg","3",".","37","0","544"
"19","19","encoding","encoding","254","BadgeSpecialAgent.jpg","1",".","37","0","519"
"19","19","encoding","encoding","255","Mat_Door.jpg","1",".","37","0","605"
"19","19","encoding","encoding","256","BicycleHandleGrip.jpg","3",".","37","0","521"
"19","19","encoding","encoding","257","Light_Siren.jpg","3",".","37","0","529"
"19","19","encoding","encoding","258","Fruit_Cactus.jpg","3",".","36","0","519"
"19","19","encoding","encoding","259","Goose_Canadian.jpg","1",".","36","0","521"
"19","19","encoding","encoding","260","Leaf_Clover.jpg","3",".","36","0","525"
"19","19","encoding","encoding","261","CameoPortrait.jpg","3",".","37","0","479"
"19","19","encoding","encoding","262","Pants_Jeans.jpg","3",".","37","0","417"
"19","19","encoding","encoding","263","Saw.jpg","3",".","37","0","488"
"19","19","encoding","encoding","265","Spoon_Wooden.jpg","1",".","37","0","892"
"19","19","encoding","encoding","266","Leaf_Clover.jpg","3",".","36","0","473"
"19","19","encoding","encoding","267","IceCream_Chocolate.jpg","3",".","37","0","570"
"19","19","encoding","encoding","268","Wheelbarrow_Green.jpg","3",".","37","0","670"
"19","19","encoding","encoding","269","Chest.jpg","3",".","37","0","400"
"19","19","encoding","encoding","270","Notebook.jpg","3",".","37","0","639"
"19","19","encoding","encoding","271","DryRack_Dishes.jpg","1",".","37","0","533"
"19","19","encoding","encoding","272","Blanket.jpg","3",".","37","0","615"
"19","19","encoding","encoding","273","MixingGlass.jpg","3",".","37","0","971"
"19","19","encoding","encoding","274","Tortilla.jpg","1",".","37","0","871"
"19","19","encoding","encoding","275","SculptureMetalFish.jpg","3",".","0","0","1000"
"19","19","encoding","encoding","276","Mango.jpg","3",".","36","0","527"
"19","19","encoding","encoding","277","Guitarcase.jpg","1",".","37","0","826"
"19","19","encoding","encoding","278","TinChristmas.jpg","3",".","37","0","632"
"19","19","encoding","encoding","279","Lock_Combination.jpg","3",".","37","0","584"
"19","19","encoding","encoding","280","Fortress.jpg","3",".","37","0","543"
"19","19","encoding","encoding","281","MixingGlass.jpg","3",".","37","0","458"
"19","19","encoding","encoding","282","Chest.jpg","3",".","37","0","489"
"19","19","encoding","encoding","283","Spoons_MeasuringDetached.jpg","3",".","37","0","464"
"19","19","encoding","encoding","284","Bathtub.jpg","3",".","37","0","505"
"19","19","encoding","encoding","285","Pitcher.jpg","3",".","37","0","570"
"19","19","encoding","encoding","286","Colander.jpg","3",".","37","0","595"
"19","19","encoding","encoding","287","CandyDispenser.jpg","3",".","37","0","480"
"19","19","encoding","encoding","288","Beater_Electric.jpg","1",".","37","0","542"
"19","19","encoding","encoding","289","Pants_Jeans.jpg","3",".","37","0","573"
"19","19","encoding","encoding","290","Lollipop_Grape.jpg","3",".","37","0","570"
"19","19","encoding","encoding","291","PaintBrushAndPallette.jpg","1",".","0","0","1000"
"19","19","encoding","encoding","292","Sign_Parking.jpg","1",".","37","0","678"
"19","19","encoding","encoding","293","Spoons_MeasuringDetached.jpg","3",".","37","0","817"
"19","19","encoding","encoding","294","Dress_Party.jpg","3",".","37","0","815"
"19","19","encoding","encoding","295","FlashlightHeadBand.jpg","3",".","0","0","1000"
"19","19","encoding","encoding","296","Dress_Party.jpg","3",".","37","0","467"
"19","19","encoding","encoding","297","Tripod.jpg","3",".","37","0","654"
"19","19","encoding","encoding","298","Helmet_Construction.jpg","3",".","37","0","582"
"19","19","encoding","encoding","299","Chair_MedicalToilet.jpg","3",".","37","0","530"
"19","19","encoding","encoding","300","TartStrawberry.jpg","1",".","36","0","600"
"19","19","encoding","encoding","301","DrinkingFountain.jpg","3",".","37","0","405"
"19","19","encoding","encoding","302","Wheelbarrow_Green.jpg","3",".","37","0","584"
"19","19","encoding","encoding","303","Cantaloupe.jpg","3",".","36","0","533"
"19","19","encoding","encoding","304","Bathtub.jpg","3",".","37","0","620"
"19","19","encoding","encoding","305","TeethMould.jpg","1",".","37","0","771"
"19","19","encoding","encoding","306","Autocreeper.jpg","3",".","37","0","700"
"19","19","encoding","encoding","307","HairDryer.jpg","3",".","37","0","637"
"19","19","encoding","encoding","308","CookieCutter_Bell.jpg","3",".","37","0","546"
"19","19","encoding","encoding","309","fries.jpg","3",".","37","0","752"
"19","19","encoding","encoding","310","Apple_RedAndGreen.jpg","3",".","36","0","615"
"19","19","encoding","encoding","311","FireExtinguisher.jpg","3",".","37","0","709"
"19","19","encoding","encoding","312","SculptureMetalFish.jpg","3",".","37","0","540"
"19","19","encoding","encoding","313","Box_Jewellery.jpg","3",".","37","0","630"
"19","19","encoding","encoding","314","Cake_Wedding.jpg","3",".","37","0","735"
"19","19","encoding","encoding","315","Mask_Happy.jpg","3",".","37","0","482"
"19","19","encoding","encoding","316","Pipe_Drain.jpg","3",".","37","0","457"
"19","19","encoding","encoding","317","FireExtinguisher.jpg","3",".","37","0","512"
"19","19","encoding","encoding","318","ButterDish.jpg","3",".","37","0","504"
"19","19","encoding","encoding","319","Toy_RockingHorseBlack.jpg","3",".","37","0","594"
"19","19","encoding","encoding","320","GasBurner.jpg","3",".","37","0","408"
"19","19","encoding","encoding","321","StringBean.jpg","1",".","36","0","719"
"19","19","encoding","encoding","322","Pants_Jeans.jpg","3",".","37","0","507"
"19","19","encoding","encoding","323","RemoteControl.jpg","1",".","37","0","545"
"19","19","encoding","encoding","324","Candle_Blue.jpg","3",".","37","0","445"
"19","19","encoding","encoding","325","Hippopotamus.jpg","",".","36","0","687"
"19","19","retrieval","new_object","1","Pasta_Spaghetti.jpg",".",".","37","1","1150"
"19","19","retrieval","old_object","2","Car_Sedan.jpg",".","1","37","0","698"
"19","19","retrieval","old_object","3","Lock_Combination.jpg",".","3","36","1","593"
"19","19","retrieval","new_object","4","Dolphine.jpg",".",".","37","1","979"
"19","19","retrieval","old_object","5","Bottle_Blue.jpg",".","1","36","1","611"
"19","19","retrieval","new_object","6","PanCooking.jpg",".",".","36","0","765"
"19","19","retrieval","old_object","7","Bowl_Chinese.jpg",".","1","37","0","802"
"19","19","retrieval","old_object","8","Trumpet.jpg",".","1","36","1","1024"
"19","19","retrieval","new_object","9","Toy_BearBlackPlastic.jpg",".",".","37","1","742"
"19","19","retrieval","new_object","10","SafetyPin.jpg",".",".","37","1","1193"
"19","19","retrieval","old_object","11","Hook_Fish.jpg",".","1","36","1","587"
"19","19","retrieval","old_object","12","Toys_Lego.jpg",".","3","36","1","561"
"19","19","retrieval","new_object","13","Bandage_Wrap.jpg",".",".","37","1","773"
"19","19","retrieval","new_object","14","Currants.jpg",".",".","37","1","796"
"19","19","retrieval","new_object","15","Hammer.jpg",".",".","37","1","736"
"19","19","retrieval","old_object","16","Keg.jpg",".","3","36","1","791"
"19","19","retrieval","new_object","17","PropellerFan.jpg",".",".","37","1","905"
"19","19","retrieval","old_object","18","Flamingo_Cartoon.jpg",".","3","36","1","906"
"19","19","retrieval","new_object","19","Arch.jpg",".",".","37","1","1030"
"19","19","retrieval","new_object","20","Lighter_Yellow.jpg",".",".","37","1","969"
"19","19","retrieval","old_object","21","BadgeSpecialAgent.jpg",".","1","36","1","1040"
"19","19","retrieval","new_object","22","Brace_Back.jpg",".",".","37","1","1079"
"19","19","retrieval","old_object","23","Hourglass.jpg",".","1","37","0","1396"
"19","19","retrieval","new_object","24","Paddle_Beach.jpg",".",".","37","1","1364"
"19","19","retrieval","old_object","25","Knee.jpg",".","1","36","1","1073"
"19","19","retrieval","old_object","26","Spoon_Wooden.jpg",".","1","36","1","1222"
"19","19","retrieval","new_object","27","Flower_Orchid.jpg",".",".","37","1","1006"
"19","19","retrieval","new_object","28","Brooch_Fish.jpg",".",".","37","1","852"
"19","19","retrieval","old_object","29","Bullet.jpg",".","1","36","1","911"
"19","19","retrieval","new_object","30","BloodpPresureCuff.jpg",".",".","37","1","1196"
"19","19","retrieval","old_object","31","Lantern_TeaBox.jpg",".","3","37","0","1064"
"19","19","retrieval","new_object","32","ShoppingCart.jpg",".",".","37","1","928"
"19","19","retrieval","old_object","33","Apple_RedAndGreen.jpg",".","3","36","1","755"
"19","19","retrieval","new_object","34","Chinchilla.jpg",".",".","36","0","843"
"19","19","retrieval","new_object","35","SundaeBanana.jpg",".",".","37","1","1036"
"19","19","retrieval","old_object","36","Guitarcase.jpg",".","1","37","0","1146"
"19","19","retrieval","new_object","37","FlipFlop_PairBlue.jpg",".",".","37","1","1124"
"19","19","retrieval","new_object","38","CoffeeGrinder.jpg",".",".","37","1","643"
"19","19","retrieval","old_object","39","Mug_Beer.jpg",".","3","37","0","651"
"19","19","retrieval","new_object","40","Hat_Baseball.jpg",".",".","37","1","760"
"19","19","retrieval","new_object","41","Radio_Vintage.jpg",".",".","37","1","782"
"19","19","retrieval","old_object","42","Box_Jewellery.jpg",".","3","36","1","845"
